prompt,julia code
"###Prompt:
Translate the problem below into this DSL:

minimize x
# Variable: x, dF, Uv, ti
# State: s, Rm, vK
# Control: IF
# Dynamics
vK'(t) = ((-98 * 92) + (-4 - d)),
# Initial Conditions
Rm(ti) = -21
vK(ti) = Me,
# Final Conditions
Rm(80) = j,
# State Constraints
Rm(t) <= -18
vK(t) => Me,
# Variable Constraints
Uv => -34,
# Control Constraints
j <= IF(t) <= -67
where j = 32, Me = -11T(Rm) = ((-73 / -9) - (R * R)), Z(vK) = ((j + -53) + (29 * 55)), UO(vK) = ((-73 + 6) / (-5 / -4)), ","###DSL:
j = 32
Me = -11
T(Rm) = ((-73 / -9) - (R * R))
Z(vK) = ((j + -53) + (29 * 55))
UO(vK) = ((-73 + 6) / (-5 / -4))

@def begin
    x = (dF, Uv, ti) ∈ R³, variable
    t ∈ [ti, 80], time
    s = (Rm, vK) ∈ R², state
    IF ∈ R, control

    # Dynamics
    ∂(vK)(t) == ((-98 * 92) + (-4 - d))

    # Initial Conditions
    Rm(ti) == -21
    vK(ti) == Me

    # Final Conditions
    Rm(80) == j

    # State Constraints
    Rm(t) ≤ -18
    vK(t) ≥ Me

    # Variable Constraints
    Uv ≥ -34
    ti ≤ 80

    # Control Constraints
    j ≤ IF(t) ≤ -67

    # Objective
    x => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (S * Z)
# Variable: x, D, tf, L
# State: s, SN, S, Sr
# Control: u, ZZ, wf, L
# Dynamics
SN'(t) = ((-37 - -80) * (w / 71))
Sr'(t) = ((64 * Z) * (u * Z)),
# Initial Conditions
SN(0) = 20
S(0) = 52
Sr(0) = 16,
# Final Conditions
SN(tf) = 99
S(tf) = 79,
# State Constraints
SN(t) => 94,
# Variable Constraints
D => -85,
# Control Constraints
wf(t) <= 3
-68 => L(t) => -36
Yo(Sr) = ((S + -75) / (9 - 45)), cs(S) = ((S / S) + (S * 6)), ","###DSL:
Yo(Sr) = ((S + -75) / (9 - 45))
cs(S) = ((S / S) + (S * 6))

@def begin
    x = (D, tf, L) ∈ R³, variable
    t ∈ [0, tf], time
    s = (SN, S, Sr) ∈ R³, state
    u = (ZZ, wf, L) ∈ R³, control

    # Dynamics
    ∂(SN)(t) == ((-37 - -80) * (w / 71))
    ∂(Sr)(t) == ((64 * Z) * (u * Z))

    # Initial Conditions
    SN(0) == 20
    S(0) == 52
    Sr(0) == 16

    # Final Conditions
    SN(tf) == 99
    S(tf) == 79

    # State Constraints
    SN(t) ≥ 94

    # Variable Constraints
    D ≤ -85
    tf ≥ 0

    # Control Constraints
    wf(t) ≤ 3
    -68 ≥ L(t) ≥ -36

    # Objective
    (S * Z) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (N * e)
# Variable: None
# State: e
# Control: N
# Dynamics
e'(t) = ((96 * -10) * (-69 - -39)),
# Initial Conditions
e(0) = 68,
# Final Conditions
e(42) = -9,
# State Constraints
e(t) => -7,
# Variable Constraints
,
# Control Constraints
N(t) => 58
","###DSL:

@def begin
    t ∈ [0, 42], time
    e ∈ R, state
    N ∈ R, control

    # Dynamics
    ∂(e)(t) == ((96 * -10) * (-69 - -39))

    # Initial Conditions
    e(0) == 68

    # Final Conditions
    e(42) == -9

    # State Constraints
    e(t) ≥ -7

    # Variable Constraints

    # Control Constraints
    N(t) ≥ 58

    # Objective
    (N * e) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (j * F)
# Variable: None
# State: s, K, Aa, Dd
# Control: u, mT, j, FM
# Dynamics
K'(t) = ((u / j) * (f * -84)),
# Initial Conditions
K(0) = RO,
# Final Conditions
K(100) = 96
Aa(100) = -87
Dd(100) = 31,
# State Constraints
K(t) => xb
Aa(t) <= f
Dd(t) => -12,
# Variable Constraints
,
# Control Constraints
8 => mT(t) => RO
89 <= j(t) <= f
FM(t) <= 40
where xb = 99, RO = ((-100 - xb) * (62 + 100)), TK = ((-25 / 78) - (RO - RO)), f = ((TK + -88) / (-16 - RO))","###DSL:
xb = 99
RO = ((-100 - xb) * (62 + 100))
TK = ((-25 / 78) - (RO - RO))
f = ((TK + -88) / (-16 - RO))

@def begin
    t ∈ [0, 100], time
    s = (K, Aa, Dd) ∈ R³, state
    u = (mT, j, FM) ∈ R³, control

    # Dynamics
    ∂(K)(t) == ((u / j) * (f * -84))

    # Initial Conditions
    K(0) == RO

    # Final Conditions
    K(100) == 96
    Aa(100) == -87
    Dd(100) == 31

    # State Constraints
    K(t) ≥ xb
    Aa(t) ≤ f
    Dd(t) ≥ -12

    # Variable Constraints

    # Control Constraints
    8 ≥ mT(t) ≥ RO
    89 ≤ j(t) ≤ f
    FM(t) ≤ 40

    # Objective
    (j * F) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize s
# Variable: None
# State: s, p, wD
# Control: u, f, J
# Dynamics
p'(t) = ((42 + -87) / (f * -8)),
# Initial Conditions
p(0) = -81,
# Final Conditions
,
# State Constraints
p(t) <= -70
wD(t) => -55,
# Variable Constraints
,
# Control Constraints
f(t) => 64
2 <= J(t) <= -85
R(p) = ((-39 + 24) + (-85 + 52)), mq(wD) = ((w + -82) + (w / w)), ","###DSL:
R(p) = ((-39 + 24) + (-85 + 52))
mq(wD) = ((w + -82) + (w / w))

@def begin
    t ∈ [0, 28], time
    s = (p, wD) ∈ R², state
    u = (f, J) ∈ R², control

    # Dynamics
    ∂(p)(t) == ((42 + -87) / (f * -8))

    # Initial Conditions
    p(0) == -81

    # Final Conditions

    # State Constraints
    p(t) ≤ -70
    wD(t) ≥ -55

    # Variable Constraints

    # Control Constraints
    f(t) ≥ 64
    2 ≤ J(t) ≤ -85

    # Objective
    s => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (l - s)
# Variable: None
# State: s, l, nn
# Control: u, S, cL, g
# Dynamics
,
# Initial Conditions
l(0) = l
nn(0) = 58,
# Final Conditions
nn(59) = l,
# State Constraints
nn(t) => Ub,
# Variable Constraints
,
# Control Constraints
l <= S(t) <= Ub
cL(t) => Ub
l <= g(t) <= Ub
where l = ((-30 - 68) / (-54 * -7)), Ub = ((l / -95) / (-27 / l))","###DSL:
l = ((-30 - 68) / (-54 * -7))
Ub = ((l / -95) / (-27 / l))

@def begin
    t ∈ [0, 59], time
    s = (l, nn) ∈ R², state
    u = (S, cL, g) ∈ R³, control

    # Dynamics

    # Initial Conditions
    l(0) == l
    nn(0) == 58

    # Final Conditions
    nn(59) == l

    # State Constraints
    nn(t) ≥ Ub

    # Variable Constraints

    # Control Constraints
    l ≤ S(t) ≤ Ub
    cL(t) ≥ Ub
    l ≤ g(t) ≤ Ub

    # Objective
    (l - s) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize pF
# Variable: None
# State: nR
# Control: u, pF, s
# Dynamics
nR'(t) = ((s * 44) / (s - -76)),
# Initial Conditions
nR(22) = Ve,
# Final Conditions
nR(79) = g,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
-91 => pF(t) => -52
s(t) <= -23
where Ve = ((48 - -1) * (-69 + -6)), g = ((Ve / 97) + (Ve * Ve)), Nl = ((67 + Ve) / (-8 * 97))","###DSL:
Ve = ((48 - -1) * (-69 + -6))
g = ((Ve / 97) + (Ve * Ve))
Nl = ((67 + Ve) / (-8 * 97))

@def begin
    t ∈ [22, 79], time
    nR ∈ R, state
    u = (pF, s) ∈ R², control

    # Dynamics
    ∂(nR)(t) == ((s * 44) / (s - -76))

    # Initial Conditions
    nR(22) == Ve

    # Final Conditions
    nR(79) == g

    # State Constraints

    # Variable Constraints

    # Control Constraints
    -91 ≥ pF(t) ≥ -52
    s(t) ≤ -23

    # Objective
    pF => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize X
# Variable: None
# State: X
# Control: Ui
# Dynamics
,
# Initial Conditions
X(0) = Hw,
# Final Conditions
,
# State Constraints
X(t) => Hw,
# Variable Constraints
,
# Control Constraints
Hw => Ui(t) => nG
where M = ((-65 / 13) + (-53 + 55)), nG = ((23 - M) / (M + -37)), Hw = ((nG + M) - (-71 - M))oJ(X) = ((-58 * -5) * (8 / 79)), h(X) = ((6 / H) + (X / 80)), ","###DSL:
M = ((-65 / 13) + (-53 + 55))
nG = ((23 - M) / (M + -37))
Hw = ((nG + M) - (-71 - M))
oJ(X) = ((-58 * -5) * (8 / 79))
h(X) = ((6 / H) + (X / 80))

@def begin
    t ∈ [0, 81], time
    X ∈ R, state
    Ui ∈ R, control

    # Dynamics

    # Initial Conditions
    X(0) == Hw

    # Final Conditions

    # State Constraints
    X(t) ≥ Hw

    # Variable Constraints

    # Control Constraints
    Hw ≥ Ui(t) ≥ nG

    # Objective
    X => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize tf
# Variable: x, tf, ti, Wt
# State: c
# Control: L
# Dynamics
c'(t) = ((Z * t) + (j - x)),
# Initial Conditions
c(ti) = 89,
# Final Conditions
c(tf) = -28,
# State Constraints
c(t) <= Z,
# Variable Constraints
Wt => 14,
# Control Constraints
L(t) <= o
where f = -3, o = -44, o = 74, NB = -40, Z = 21, VR = ((-5 + o) * (Z + Z)), jE = ((Z - f) / (-14 / -88))l(c) = ((-87 * 62) * (c - 3)), Gj(c) = ((33 * 59) * (-65 - -37)), T(c) = ((c - N) + (90 + -29)), ","###DSL:
f = -3
o = -44
o = 74
NB = -40
Z = 21
VR = ((-5 + o) * (Z + Z))
jE = ((Z - f) / (-14 / -88))
l(c) = ((-87 * 62) * (c - 3))
Gj(c) = ((33 * 59) * (-65 - -37))
T(c) = ((c - N) + (90 + -29))

@def begin
    x = (tf, ti, Wt) ∈ R³, variable
    t ∈ [ti, tf], time
    c ∈ R, state
    L ∈ R, control

    # Dynamics
    ∂(c)(t) == ((Z * t) + (j - x))

    # Initial Conditions
    c(ti) == 89

    # Final Conditions
    c(tf) == -28

    # State Constraints
    c(t) ≤ Z

    # Variable Constraints
    ti ≤ tf
    Wt ≥ 14

    # Control Constraints
    L(t) ≤ o

    # Objective
    tf => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (h * Y)
# Variable: FA
# State: s, hA, j, Y
# Control: J
# Dynamics
hA'(t) = ((-14 + -66) / (43 + F))
Y'(t) = ((F / J) - (83 - 56)),
# Initial Conditions
j(0) = -22
Y(0) = 60,
# Final Conditions
hA(31) = -43
j(31) = 84,
# State Constraints
j(t) => 81,
# Variable Constraints
,
# Control Constraints

","###DSL:

@def begin
    FA ∈ R, variable
    t ∈ [0, 31], time
    s = (hA, j, Y) ∈ R³, state
    J ∈ R, control

    # Dynamics
    ∂(hA)(t) == ((-14 + -66) / (43 + F))
    ∂(Y)(t) == ((F / J) - (83 - 56))

    # Initial Conditions
    j(0) == -22
    Y(0) == 60

    # Final Conditions
    hA(31) == -43
    j(31) == 84

    # State Constraints
    j(t) ≥ 81

    # Variable Constraints

    # Control Constraints

    # Objective
    (h * Y) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize qf
# Variable: Co
# State: Mf
# Control: u, tX, qf
# Dynamics
,
# Initial Conditions
Mf(0) = 96,
# Final Conditions
Mf(97) = -2,
# State Constraints
Mf(t) <= K,
# Variable Constraints
Co <= -85,
# Control Constraints
tX(t) <= -78
qf(t) <= K
where FC = 3, K = -29","###DSL:
FC = 3
K = -29

@def begin
    Co ∈ R, variable
    t ∈ [0, 97], time
    Mf ∈ R, state
    u = (tX, qf) ∈ R², control

    # Dynamics

    # Initial Conditions
    Mf(0) == 96

    # Final Conditions
    Mf(97) == -2

    # State Constraints
    Mf(t) ≤ K

    # Variable Constraints
    Co ≤ -85

    # Control Constraints
    tX(t) ≤ -78
    qf(t) ≤ K

    # Objective
    qf => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize s
# Variable: x, tf, ti
# State: s, C, E
# Control: u, qy, hR, tg
# Dynamics
E'(t) = ((t - -51) + (-32 / h)),
# Initial Conditions
C(ti) = -92
E(ti) = 29,
# Final Conditions
C(tf) = 24,
# State Constraints
C(t) <= eS,
# Variable Constraints
,
# Control Constraints
qy(t) => 17
11 <= hR(t) <= eS
tg(t) => -36
where eS = ((69 / 70) - (19 * 91))","###DSL:
eS = ((69 / 70) - (19 * 91))

@def begin
    x = (tf, ti) ∈ R², variable
    t ∈ [ti, tf], time
    s = (C, E) ∈ R², state
    u = (qy, hR, tg) ∈ R³, control

    # Dynamics
    ∂(E)(t) == ((t - -51) + (-32 / h))

    # Initial Conditions
    C(ti) == -92
    E(ti) == 29

    # Final Conditions
    C(tf) == 24

    # State Constraints
    C(t) ≤ eS

    # Variable Constraints
    ti ≤ tf

    # Control Constraints
    qy(t) ≥ 17
    11 ≤ hR(t) ≤ eS
    tg(t) ≥ -36

    # Objective
    s => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize P
# Variable: None
# State: s, G, xc
# Control: u, J, dl, P
# Dynamics
xc'(t) = ((-42 + J) + (-8 + J)),
# Initial Conditions
G(56) = -73
xc(56) = 90,
# Final Conditions
G(86) = 95,
# State Constraints
G(t) => 14
xc(t) => Rr,
# Variable Constraints
,
# Control Constraints
J(t) => Rr
-75 => dl(t) => 32
86 <= P(t) <= Rr
where Rr = 36","###DSL:
Rr = 36

@def begin
    t ∈ [56, 86], time
    s = (G, xc) ∈ R², state
    u = (J, dl, P) ∈ R³, control

    # Dynamics
    ∂(xc)(t) == ((-42 + J) + (-8 + J))

    # Initial Conditions
    G(56) == -73
    xc(56) == 90

    # Final Conditions
    G(86) == 95

    # State Constraints
    G(t) ≥ 14
    xc(t) ≥ Rr

    # Variable Constraints

    # Control Constraints
    J(t) ≥ Rr
    -75 ≥ dl(t) ≥ 32
    86 ≤ P(t) ≤ Rr

    # Objective
    P => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (K + K)
# Variable: tf
# State: s, Km, b, V
# Control: u, Kk, l
# Dynamics
Km'(t) = ((t - -94) - (14 / -88))
V'(t) = ((5 * -33) / (-79 / u)),
# Initial Conditions
V(27) = 19,
# Final Conditions
b(tf) = 60,
# State Constraints
Km(t) <= 36
b(t) => 97,
# Variable Constraints
,
# Control Constraints
24 => l(t) => -4
v(V) = ((61 / 17) / (V + 64)), ","###DSL:
v(V) = ((61 / 17) / (V + 64))

@def begin
    tf ∈ R, variable
    t ∈ [27, tf], time
    s = (Km, b, V) ∈ R³, state
    u = (Kk, l) ∈ R², control

    # Dynamics
    ∂(Km)(t) == ((t - -94) - (14 / -88))
    ∂(V)(t) == ((5 * -33) / (-79 / u))

    # Initial Conditions
    V(27) == 19

    # Final Conditions
    b(tf) == 60

    # State Constraints
    Km(t) ≤ 36
    b(t) ≥ 97

    # Variable Constraints
    tf ≥ 27

    # Control Constraints
    24 ≥ l(t) ≥ -4

    # Objective
    (K + K) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (Y - Y)
# Variable: ti
# State: s, YU, m, Kr
# Control: u, K, YI, lG
# Dynamics
m'(t) = ((u + t) + (K - 63)),
# Initial Conditions
m(ti) = 49,
# Final Conditions
YU(84) = 4,
# State Constraints
m(t) <= -36,
# Variable Constraints
,
# Control Constraints
-6 => YI(t) => 57
69 <= lG(t) <= -17
","###DSL:

@def begin
    ti ∈ R, variable
    t ∈ [ti, 84], time
    s = (YU, m, Kr) ∈ R³, state
    u = (K, YI, lG) ∈ R³, control

    # Dynamics
    ∂(m)(t) == ((u + t) + (K - 63))

    # Initial Conditions
    m(ti) == 49

    # Final Conditions
    YU(84) == 4

    # State Constraints
    m(t) ≤ -36

    # Variable Constraints
    ti ≤ 84

    # Control Constraints
    -6 ≥ YI(t) ≥ 57
    69 ≤ lG(t) ≤ -17

    # Objective
    (Y - Y) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (w / u)
# Variable: x, tf, Fn
# State: s, wz, x
# Control: u, S, W
# Dynamics
wz'(t) = ((-49 / -57) * (-57 - S))
x'(t) = ((t * -39) - (-91 * -84)),
# Initial Conditions
wz(0) = 19
x(0) = 86,
# Final Conditions
,
# State Constraints
,
# Variable Constraints
Fn <= -31,
# Control Constraints
-92 <= S(t) <= -47
-73 => W(t) => 16
","###DSL:

@def begin
    x = (tf, Fn) ∈ R², variable
    t ∈ [0, tf], time
    s = (wz, x) ∈ R², state
    u = (S, W) ∈ R², control

    # Dynamics
    ∂(wz)(t) == ((-49 / -57) * (-57 - S))
    ∂(x)(t) == ((t * -39) - (-91 * -84))

    # Initial Conditions
    wz(0) == 19
    x(0) == 86

    # Final Conditions

    # State Constraints

    # Variable Constraints
    tf ≥ 0
    Fn ≥ -31

    # Control Constraints
    -92 ≤ S(t) ≤ -47
    -73 ≥ W(t) ≥ 16

    # Objective
    (w / u) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (p - p)
# Variable: None
# State: g
# Control: p
# Dynamics
,
# Initial Conditions
,
# Final Conditions
g(54) = 47,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
Ka => p(t) => s
where J = 33, s = -16, Ka = ((35 * 45) - (49 / -49))","###DSL:
J = 33
s = -16
Ka = ((35 * 45) - (49 / -49))

@def begin
    t ∈ [11, 54], time
    g ∈ R, state
    p ∈ R, control

    # Dynamics

    # Initial Conditions

    # Final Conditions
    g(54) == 47

    # State Constraints

    # Variable Constraints

    # Control Constraints
    Ka ≥ p(t) ≥ s

    # Objective
    (p - p) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize i
# Variable: x, tf, i, ti
# State: sB
# Control: VI
# Dynamics
sB'(t) = ((i - -41) / (89 + i)),
# Initial Conditions
,
# Final Conditions
,
# State Constraints
sB(t) => 76,
# Variable Constraints
i => -72,
# Control Constraints
VI(t) <= 1
qU(sB) = ((-84 / 25) - (-9 * s)), t(sB) = ((83 + s) + (s + 100)), cH(sB) = ((s / 66) / (s * s)), ","###DSL:
qU(sB) = ((-84 / 25) - (-9 * s))
t(sB) = ((83 + s) + (s + 100))
cH(sB) = ((s / 66) / (s * s))

@def begin
    x = (tf, i, ti) ∈ R³, variable
    t ∈ [ti, tf], time
    sB ∈ R, state
    VI ∈ R, control

    # Dynamics
    ∂(sB)(t) == ((i - -41) / (89 + i))

    # Initial Conditions

    # Final Conditions

    # State Constraints
    sB(t) ≥ 76

    # Variable Constraints
    i ≤ -72
    ti ≤ tf

    # Control Constraints
    VI(t) ≤ 1

    # Objective
    i => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (w / Q)
# Variable: None
# State: Qt
# Control: u, w, P
# Dynamics
Qt'(t) = ((P - w) + (-17 / P)),
# Initial Conditions
Qt(84) = 18,
# Final Conditions
Qt(94) = y,
# State Constraints
Qt(t) => y,
# Variable Constraints
,
# Control Constraints
47 <= P(t) <= -92
where y = -5, d = ((80 * y) * (y / -24))","###DSL:
y = -5
d = ((80 * y) * (y / -24))

@def begin
    t ∈ [84, 94], time
    Qt ∈ R, state
    u = (w, P) ∈ R², control

    # Dynamics
    ∂(Qt)(t) == ((P - w) + (-17 / P))

    # Initial Conditions
    Qt(84) == 18

    # Final Conditions
    Qt(94) == y

    # State Constraints
    Qt(t) ≥ y

    # Variable Constraints

    # Control Constraints
    47 ≤ P(t) ≤ -92

    # Objective
    (w / Q) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (a - W)
# Variable: None
# State: s, WA, a, xT
# Control: B
# Dynamics
,
# Initial Conditions
a(38) = GV,
# Final Conditions
WA(75) = 21
a(75) = 20,
# State Constraints
a(t) => 80
xT(t) <= 38,
# Variable Constraints
,
# Control Constraints
-6 => B(t) => 65
where GV = 44, q = ((33 / GV) - (-97 * GV)), lY = ((q - q) - (q + GV))","###DSL:
GV = 44
q = ((33 / GV) - (-97 * GV))
lY = ((q - q) - (q + GV))

@def begin
    t ∈ [38, 75], time
    s = (WA, a, xT) ∈ R³, state
    B ∈ R, control

    # Dynamics

    # Initial Conditions
    a(38) == GV

    # Final Conditions
    WA(75) == 21
    a(75) == 20

    # State Constraints
    a(t) ≥ 80
    xT(t) ≤ 38

    # Variable Constraints

    # Control Constraints
    -6 ≥ B(t) ≥ 65

    # Objective
    (a - W) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize u
# Variable: x, tf, ti, DD
# State: A
# Control: u, p, F
# Dynamics
A'(t) = ((u + -59) - (t / p)),
# Initial Conditions
A(ti) = uu,
# Final Conditions
A(tf) = UX,
# State Constraints
A(t) <= 85,
# Variable Constraints
,
# Control Constraints
p(t) <= uu
UX => F(t) => uu
where UX = ((59 / -84) / (-61 + -84)), uu = ((2 + UX) - (-12 / -7))","###DSL:
UX = ((59 / -84) / (-61 + -84))
uu = ((2 + UX) - (-12 / -7))

@def begin
    x = (tf, ti, DD) ∈ R³, variable
    t ∈ [ti, tf], time
    A ∈ R, state
    u = (p, F) ∈ R², control

    # Dynamics
    ∂(A)(t) == ((u + -59) - (t / p))

    # Initial Conditions
    A(ti) == uu

    # Final Conditions
    A(tf) == UX

    # State Constraints
    A(t) ≤ 85

    # Variable Constraints
    ti ≤ tf

    # Control Constraints
    p(t) ≤ uu
    UX ≥ F(t) ≥ uu

    # Objective
    u => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (i * r)
# Variable: None
# State: s, rc, mY
# Control: u, io, bz
# Dynamics
rc'(t) = ((u - 10) * (b / b)),
# Initial Conditions
rc(65) = 85,
# Final Conditions
,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
42 => io(t) => 50
12 => bz(t) => -41
","###DSL:

@def begin
    t ∈ [65, 84], time
    s = (rc, mY) ∈ R², state
    u = (io, bz) ∈ R², control

    # Dynamics
    ∂(rc)(t) == ((u - 10) * (b / b))

    # Initial Conditions
    rc(65) == 85

    # Final Conditions

    # State Constraints

    # Variable Constraints

    # Control Constraints
    42 ≥ io(t) ≥ 50
    12 ≥ bz(t) ≥ -41

    # Objective
    (i * r) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize H
# Variable: None
# State: s, Gu, J
# Control: u, EL, H
# Dynamics
,
# Initial Conditions
,
# Final Conditions
J(76) = -14,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
EL(t) => -90
H(t) <= 28
","###DSL:

@def begin
    t ∈ [16, 76], time
    s = (Gu, J) ∈ R², state
    u = (EL, H) ∈ R², control

    # Dynamics

    # Initial Conditions

    # Final Conditions
    J(76) == -14

    # State Constraints

    # Variable Constraints

    # Control Constraints
    EL(t) ≥ -90
    H(t) ≤ 28

    # Objective
    H => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize Td
# Variable: None
# State: s, Td, Y
# Control: u, p, BI
# Dynamics
Td'(t) = ((-32 / u) - (B / -76))
Y'(t) = ((p + -61) * (u - -71)),
# Initial Conditions
Td(77) = -90
Y(77) = 41,
# Final Conditions
,
# State Constraints
Y(t) <= -63,
# Variable Constraints
,
# Control Constraints
p(t) => 50
BI(t) => -94
cP(Td) = ((6 + T) / (T + 69)), p(Y) = ((33 * Y) + (76 + Y)), b(Y) = ((-15 - -1) / (Y + 72)), ","###DSL:
cP(Td) = ((6 + T) / (T + 69))
p(Y) = ((33 * Y) + (76 + Y))
b(Y) = ((-15 - -1) / (Y + 72))

@def begin
    t ∈ [77, 94], time
    s = (Td, Y) ∈ R², state
    u = (p, BI) ∈ R², control

    # Dynamics
    ∂(Td)(t) == ((-32 / u) - (B / -76))
    ∂(Y)(t) == ((p + -61) * (u - -71))

    # Initial Conditions
    Td(77) == -90
    Y(77) == 41

    # Final Conditions

    # State Constraints
    Y(t) ≤ -63

    # Variable Constraints

    # Control Constraints
    p(t) ≥ 50
    BI(t) ≥ -94

    # Objective
    Td => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (q - s)
# Variable: pp
# State: s, IT, GB, vu
# Control: u, S, DM, q
# Dynamics
IT'(t) = ((u + -48) / (-43 * 2)),
# Initial Conditions
IT(0) = D
GB(0) = D
vu(0) = -71,
# Final Conditions
GB(99) = O
vu(99) = -48,
# State Constraints
vu(t) <= 84,
# Variable Constraints
pp <= O,
# Control Constraints
S(t) => O
DM(t) => 73
q(t) <= -83
where O = ((-74 / -68) / (-32 / -6)), D = ((O * 90) + (99 * -58))","###DSL:
O = ((-74 / -68) / (-32 / -6))
D = ((O * 90) + (99 * -58))

@def begin
    pp ∈ R, variable
    t ∈ [0, 99], time
    s = (IT, GB, vu) ∈ R³, state
    u = (S, DM, q) ∈ R³, control

    # Dynamics
    ∂(IT)(t) == ((u + -48) / (-43 * 2))

    # Initial Conditions
    IT(0) == D
    GB(0) == D
    vu(0) == -71

    # Final Conditions
    GB(99) == O
    vu(99) == -48

    # State Constraints
    vu(t) ≤ 84

    # Variable Constraints
    pp ≥ O

    # Control Constraints
    S(t) ≥ O
    DM(t) ≥ 73
    q(t) ≤ -83

    # Objective
    (q - s) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize s
# Variable: None
# State: s, u, ym, p
# Control: u, am, OC
# Dynamics
u'(t) = ((a / -69) - (-56 - -23)),
# Initial Conditions
ym(0) = -31,
# Final Conditions
u(96) = 69
ym(96) = -44
p(96) = -25,
# State Constraints
ym(t) => -50
p(t) <= -4,
# Variable Constraints
,
# Control Constraints
am(t) <= 53
-95 <= OC(t) <= -88
E(u) = ((89 / 50) - (-56 - u)), SH(ym) = ((75 + y) + (65 + y)), pg(ym) = ((y - y) + (-74 / y)), ","###DSL:
E(u) = ((89 / 50) - (-56 - u))
SH(ym) = ((75 + y) + (65 + y))
pg(ym) = ((y - y) + (-74 / y))

@def begin
    t ∈ [0, 96], time
    s = (u, ym, p) ∈ R³, state
    u = (am, OC) ∈ R², control

    # Dynamics
    ∂(u)(t) == ((a / -69) - (-56 - -23))

    # Initial Conditions
    ym(0) == -31

    # Final Conditions
    u(96) == 69
    ym(96) == -44
    p(96) == -25

    # State Constraints
    ym(t) ≥ -50
    p(t) ≤ -4

    # Variable Constraints

    # Control Constraints
    am(t) ≤ 53
    -95 ≤ OC(t) ≤ -88

    # Objective
    s => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (Q / Q)
# Variable: None
# State: s, Qn, z
# Control: u, L, IY
# Dynamics
Qn'(t) = ((u * L) + (L + I))
z'(t) = ((I + u) - (64 * I)),
# Initial Conditions
Qn(94) = J
z(94) = -73,
# Final Conditions
z(96) = J,
# State Constraints
Qn(t) <= J,
# Variable Constraints
,
# Control Constraints
42 <= L(t) <= -12
29 <= IY(t) <= J
where J = 44","###DSL:
J = 44

@def begin
    t ∈ [94, 96], time
    s = (Qn, z) ∈ R², state
    u = (L, IY) ∈ R², control

    # Dynamics
    ∂(Qn)(t) == ((u * L) + (L + I))
    ∂(z)(t) == ((I + u) - (64 * I))

    # Initial Conditions
    Qn(94) == J
    z(94) == -73

    # Final Conditions
    z(96) == J

    # State Constraints
    Qn(t) ≤ J

    # Variable Constraints

    # Control Constraints
    42 ≤ L(t) ≤ -12
    29 ≤ IY(t) ≤ J

    # Objective
    (Q / Q) => min
end
<TOKEN_FINAL>"
